id,eigencentrality
13471,0.007448272848917912
13344,0.0
13345,0.0
13346,0.0
13602,0.02335334750098168
13347,0.0
13348,0.0
13350,0.011172409273376867
13349,0.0
13351,0.0
13352,0.0
13353,0.0
13354,0.003724136424458956
13355,0.0
13356,0.0
13357,0.0
13358,0.0
13359,0.0
13360,0.0
15408,0.018456036876691638
13361,0.0
13362,0.0
13363,0.022015528055547434
13364,0.0
15412,0.007448272848917912
13365,0.0
13366,0.0
13367,0.0
13368,0.0
15416,0.014896545697835824
13369,0.0
15417,0.003724136424458956
13370,0.0
13882,0.014896545697835824
13371,0.0
13372,0.0
13373,0.0
13374,0.0
13375,0.0
13376,0.0
13888,0.014896545697835824
13377,0.0
13378,0.0
13382,0.003724136424458956
13379,0.0
13380,0.0
13381,0.0
13383,0.0
13384,0.0
13896,0.026068954971212692
13385,0.0
13386,0.003724136424458956
13387,0.0
13388,0.0
13389,0.0
13391,0.0
13392,0.0
13393,0.0
13394,0.0
13395,0.0
13397,0.0
13398,0.0
13399,0.0
13400,0.0
13401,0.0
13402,0.0
13403,0.0
13404,0.0
13405,0.0
13917,0.014896545697835824
13406,0.0
13407,0.0
13408,0.0
13920,0.04180938437767331
13409,0.0
13410,0.0
15458,0.003724136424458956
13411,0.0
13412,0.0
13413,0.0
13414,0.0
15462,0.03302329208332117
13415,0.0
13416,0.003724136424458956
13928,0.018456036876691638
13417,0.0
13418,0.0
13419,0.0
13675,0.003724136424458956
13420,0.0
13422,0.0
13423,0.0
13551,0.007448272848917912
13424,0.0
13425,0.0
13426,0.0
15474,0.003724136424458956
13427,0.0
13429,0.0
13430,0.0
13431,0.0
15479,0.007448272848917912
13432,0.0
13433,0.0
13434,0.0
15482,0.007448272848917912
13435,0.0
13563,0.003724136424458956
13436,0.0
13437,0.0
13438,0.0
15486,0.007448272848917912
13439,0.0
13951,0.003724136424458956
13440,0.0
13441,0.0
13457,0.003724136424458956
13442,0.0
13446,0.007448272848917912
13443,0.0
13445,0.0
13461,0.007448272848917912
13447,0.0
13448,0.0
13449,0.0
13450,0.0
13451,0.0
13452,0.0
13453,0.0
13454,0.0
13455,0.0
13459,0.003724136424458956
15507,0.018456036876691638
13460,0.003724136424458956
13462,0.0
13463,0.0
13465,0.0
13466,0.0
13467,0.0
13470,0.0
13472,0.0
13473,0.0
13474,0.0
13730,0.018456036876691638
13475,0.0
13476,0.0
13477,0.0
13493,0.011172409273376867
13478,0.0
13479,0.0
13480,0.0
13481,0.0
13482,0.0
13483,0.0
13484,0.0
13485,0.0
13486,0.0
13487,0.0
13488,0.0
13490,0.0
15538,0.011172409273376867
13491,0.0
13492,0.0
13494,0.0
13495,0.0
13496,0.0
13500,0.003724136424458956
13497,0.0
13498,0.0
13499,0.0
13502,0.0
13503,0.011172409273376867
13504,0.0
13505,0.0
13521,0.003724136424458956
13506,0.0
13507,0.0
13523,0.003724136424458956
13508,0.0
13509,0.0
13525,0.003724136424458956
13510,0.0
13511,0.0
13512,0.0
13513,0.0
13514,0.0
13515,0.0
13531,0.011172409273376867
13516,0.007448272848917912
13517,0.0
13518,0.0
13519,0.0
13520,0.0
13527,0.0
13783,0.007448272848917912
13528,0.0
13529,0.0
13530,0.0
13532,0.0
13533,0.0
13534,0.0
13535,0.0
13536,0.0
13537,0.0
13538,0.0
13794,0.003724136424458956
13539,0.0
13540,0.0
13541,0.0
13542,0.0
13543,0.0
13544,0.0
13545,0.0
13546,0.0
13547,0.0
13548,0.0
13549,0.003724136424458956
13550,0.0
13552,0.0
13554,0.0
15602,0.011172409273376867
13555,0.0
13556,0.0
13557,0.003724136424458956
13558,0.0
13559,0.0
13560,0.0
13561,0.003724136424458956
13562,0.003724136424458956
13564,0.0
13565,0.0
13566,0.0
13567,0.0
13568,0.0
13569,0.0
14081,0.07720660613735192
13570,0.0
13571,0.0
13572,0.0
13573,0.0
14085,0.011007764027773717
13574,0.0
13575,0.0
13576,0.0
13577,0.0
13579,0.0
13580,0.0
13613,0.05014899784825418
13582,0.0
13583,0.0
15631,0.10029799569650844
13584,0.0
13585,0.0
13586,0.0
13588,0.0
15636,0.01862068212229478
13589,0.0
13590,0.0
15638,0.014896545697835824
13592,0.0
13593,0.0
13594,0.0
13595,0.0
13596,0.0
13597,0.0
13598,0.0
13599,0.0
14111,0.011172409273376867
13600,0.0
14112,0.01862068212229478
13601,0.0
15649,0.01862068212229478
13603,0.003724136424458956
13604,0.0
13605,0.003724136424458956
13606,0.0
13623,0.028805219922052743
13608,0.0
13609,0.003724136424458956
13611,0.0
13612,0.0
13614,0.0
13615,0.0
13616,0.0
13617,0.0
13618,0.0
13620,0.0
15668,0.003724136424458956
13621,0.0
13622,0.0
13624,0.0
13625,0.0
13626,0.0
13627,0.0
13628,0.0
13629,0.0
13630,0.0
13631,0.0
13632,0.0
14144,0.003724136424458956
13633,0.0
13634,0.0
13635,0.0
13636,0.0
14148,0.003724136424458956
13637,0.0
13638,0.0
13639,0.0
13655,0.007448272848917912
13640,0.0
13641,0.0
13643,0.0
13644,0.0
13645,0.0
13647,0.0
13648,0.0
13652,0.003724136424458956
13649,0.0
13650,0.0
13654,0.0
13656,0.0
13658,0.003724136424458956
13657,0.0
13659,0.0
13660,0.0
13661,0.0
13662,0.0
13663,0.0
14175,0.018456036876691638
13664,0.0
13665,0.0
13666,0.0
13667,0.0
13668,0.0
15716,0.022180173301150595
13669,0.0
13670,0.0
13671,0.0
13672,0.0
13673,0.0
13676,0.0
13677,0.0
13679,0.0
13680,0.0
13808,0.003724136424458956
13681,0.0
13682,0.0
13683,0.003724136424458956
13684,0.0
15732,0.007448272848917912
13685,0.003724136424458956
13686,0.0
15734,0.007448272848917912
13687,0.0
13688,0.0
14200,0.003724136424458956
13689,0.0
14201,0.003724136424458956
13690,0.0
15738,0.06934808808064492
13691,0.0
13692,0.0
13693,0.0
13694,0.0
13695,0.0
13696,0.0
14208,0.01862068212229478
13697,0.0
13698,0.0
13699,0.0
13715,0.003724136424458956
13700,0.0
13701,0.0
13702,0.0
13703,0.0
14215,0.011172409273376867
13704,0.0
13705,0.0
13706,0.0
13707,0.0
13708,0.0
13709,0.003724136424458956
13710,0.0
13711,0.0
15759,0.022180173301150595
13712,0.0
13713,0.0
13714,0.007448272848917912
13716,0.0
13717,0.011172409273376867
13718,0.0
13719,0.0
13721,0.0
13722,0.003724136424458956
13723,0.0
13724,0.0
13725,0.003724136424458956
13727,0.0
13728,0.0
14240,0.03824989319881748
13729,0.0
13731,0.0
13732,0.0
13733,0.003724136424458956
13734,0.0
13735,0.0
13736,0.0
14248,0.014731900452232674
13737,0.0
13738,0.0
13739,0.0
13740,0.0
13742,0.0
14254,0.022344818546753735
13743,0.0
13744,0.0
13746,0.0
13747,0.003724136424458956
13748,0.0
13750,0.0
13751,0.0
13752,0.0
13753,0.0
13754,0.0
13755,0.0
13756,0.0
13758,0.0
13759,0.0
13760,0.0
15808,0.003724136424458956
13761,0.0
13762,0.0
13763,0.0
13764,0.0
13780,0.003724136424458956
13765,0.0
13766,0.0
13767,0.0
13768,0.0
13770,0.003724136424458956
13769,0.0
13771,0.0
13772,0.0
13773,0.0
13775,0.0
13791,0.003724136424458956
13776,0.0
13782,0.0
13784,0.0
13785,0.0
13788,0.0
13789,0.0
13790,0.0
13792,0.0
15840,0.003724136424458956
13793,0.0
13795,0.0
13811,0.003724136424458956
13796,0.0
13812,0.007448272848917912
13797,0.0
13798,0.0
14310,0.003724136424458956
13799,0.0
13800,0.0
13801,0.0
13817,0.007448272848917912
13802,0.0
13803,0.0
13819,0.003724136424458956
13804,0.0
13805,0.0
13821,0.014896545697835824
13806,0.0
13807,0.0
13810,0.0
15858,0.02557501923440325
13814,0.0
13815,0.0
13816,0.0
13818,0.003724136424458956
13820,0.0
13822,0.0
13823,0.0
13825,0.0
13826,0.0
13827,0.003724136424458956
13828,0.0
13830,0.0
13831,0.0
15879,0.04799772558097679
13832,0.0
13833,0.0
13834,0.0
13835,0.0
13836,0.0
13837,0.0
13838,0.0
13839,0.0
13855,0.003724136424458956
13840,0.0
13841,0.003724136424458956
15889,0.018456036876691638
13842,0.0
13843,0.0
13844,0.0
13845,0.0
13846,0.0
13847,0.0
13848,0.0
13850,0.0
13854,0.0
13856,0.0
13857,0.0
14113,0.018456036876691638
13858,0.0
13859,0.007448272848917912
13860,0.0
15908,0.014896545697835824
13861,0.0
13862,0.0
13863,0.0
14119,0.022180173301150595
13864,0.0
13865,0.0
14121,0.003724136424458956
13866,0.0
13867,0.0
13868,0.0
13869,0.0
13885,0.003724136424458956
13870,0.0
13871,0.0
14127,0.007448272848917912
13872,0.0
15920,0.03302329208332118
13873,0.0
13874,0.0
13875,0.007448272848917912
13876,0.0
13877,0.0
13878,0.0
13879,0.0
13880,0.0
15928,0.05082074797760018
13881,0.0
15929,0.007448272848917912
13883,0.0
13887,0.007283627603314764
13889,0.0
13890,0.0
13891,0.0
13892,0.0
13893,0.003724136424458956
13894,0.0
13897,0.0
13898,0.0
13899,0.0
13900,0.0
13901,0.0
13902,0.0
15950,0.011172409273376867
13903,0.0
13904,0.0
13906,0.0
13908,0.0
13912,0.0
13914,0.0
13916,0.0
13918,0.0
13921,0.0
13922,0.0
13923,0.0
13924,0.003724136424458956
13925,0.003724136424458956
13926,0.0
13927,0.0
13929,0.0
13930,0.0
13931,0.0
13932,0.0
13933,0.0
13934,0.0
13935,0.0
15983,0.011172409273376867
13936,0.0
13938,0.0
13939,0.0
13942,0.0
13943,0.003724136424458956
13944,0.0
13946,0.0
13947,0.0
13948,0.0
13950,0.0
13952,0.0
13953,0.0
13954,0.0
13955,0.003724136424458956
13956,0.0
13957,0.0
13958,0.0
13960,0.0
13961,0.0
14217,0.007448272848917912
13962,0.0
13963,0.0
13964,0.0
13965,0.0
13981,0.003724136424458956
13966,0.0
13967,0.0
13968,0.0
13969,0.0
13970,0.0
13971,0.0
13972,0.0
13973,0.0
13974,0.0
16022,0.007448272848917912
13975,0.0
13976,0.0
13978,0.0
13979,0.0
14043,0.007448272848917912
13982,0.0
13983,0.0
13984,0.0
13985,0.0
14241,0.022180173301150595
13986,0.0
13987,0.0
13988,0.0
14244,0.003724136424458956
13989,0.0
13990,0.0
14246,0.007448272848917912
13991,0.003724136424458956
13992,0.003724136424458956
13993,0.0
13994,0.0
13995,0.0
13996,0.0
13997,0.0
13998,0.0
13999,0.0
14000,0.0
16048,0.011172409273376867
14001,0.0
14002,0.0
14003,0.0
14004,0.0
14005,0.0
14006,0.0
16054,0.003724136424458956
14007,0.0
14008,0.0
14009,0.0
14073,0.003724136424458956
14010,0.0
14011,0.0
14075,0.06934808808064491
14013,0.0
14014,0.0
14015,0.0
14016,0.0
14017,0.0
14018,0.0
14019,0.0
14020,0.0
14021,0.0
14022,0.0
14023,0.007448272848917912
14024,0.0
14025,0.0
14041,0.007448272848917912
14026,0.0
16074,0.022344818546753735
14027,0.0
14028,0.0
14029,0.0
16077,0.007448272848917912
14030,0.0
14062,0.007448272848917912
14031,0.0
14032,0.0
14288,0.003724136424458956
14033,0.0
14034,0.0
14035,0.0
14036,0.0
14037,0.0
14038,0.0
14039,0.0
14040,0.0
14042,0.003724136424458956
14044,0.0
14045,0.0
14046,0.0
14047,0.0
14048,0.0
14049,0.0
14050,0.0
14051,0.0
14067,0.003724136424458956
14052,0.0
16100,0.003724136424458956
14053,0.0
14054,0.0
14055,0.0
14056,0.007448272848917912
14057,0.0
14058,0.0
16106,0.06538800318422963
14059,0.0
14060,0.0
14061,0.0
14063,0.0
14064,0.0
14320,0.003724136424458956
14065,0.0
14066,0.0
14068,0.0
14069,0.0
14070,0.0
14071,0.0
14072,0.0
14074,0.0
14076,0.0
14077,0.0
14078,0.0
14079,0.0
14082,0.0
14086,0.0
14087,0.003724136424458956
14088,0.003724136424458956
14089,0.0
14090,0.0
14091,0.0
14092,0.04637367102699109
14093,0.0
14094,0.0
14095,0.0
14096,0.0
14097,0.0
14098,0.0
14100,0.0
14164,0.007448272848917912
14101,0.0
14102,0.003724136424458956
14104,0.0
14105,0.003724136424458956
16153,0.022180173301150595
14106,0.0
14108,0.0
14109,0.0
14110,0.0
14114,0.0
14116,0.0
14117,0.0
14118,0.0
14120,0.0
14122,0.0
14123,0.0
14125,0.0
14128,0.0
14129,0.0
14130,0.0
14131,0.0
14132,0.0
14196,0.007448272848917912
14133,0.0
14134,0.0
14135,0.0
14136,0.0
16184,0.014896545697835824
14137,0.0
14138,0.0
14139,0.0
16187,0.014896545697835824
14140,0.0
14141,0.0
14142,0.0
14143,0.0
14145,0.0
14146,0.0
14149,0.0
14150,0.0
14151,0.003724136424458956
14152,0.0
14153,0.0
14154,0.0
14155,0.0
14156,0.003724136424458956
14157,0.0
14158,0.0
14159,0.0
14160,0.0
14162,0.0
14166,0.0
14168,0.0
14170,0.0
14172,0.0
14174,0.0
14176,0.0
14177,0.0
14178,0.0
14179,0.0
14180,0.0
14181,0.0
14182,0.0
14190,0.003724136424458956
14183,0.0
14184,0.0
14185,0.0
14186,0.0
14188,0.0
14189,0.0
14191,0.003724136424458956
14192,0.0
16240,0.007448272848917912
14193,0.0
14194,0.0
14195,0.003724136424458956
14198,0.0
14199,0.0
14202,0.0
14204,0.0
14206,0.0
14207,0.003724136424458956
14210,0.0
14211,0.0
14212,0.0
14213,0.003724136424458956
14214,0.0
14216,0.011172409273376867
14218,0.0
14219,0.0
14221,0.003724136424458956
14222,0.0
14223,0.0
14224,0.0
16272,0.007448272848917912
14225,0.0
14226,0.0
14227,0.0
14228,0.0
16276,0.014896545697835824
14229,0.0
14230,0.0
14231,0.0
14232,0.0
14233,0.0
14234,0.0
14235,0.0
14299,0.032694001592114864
14236,0.0
14237,0.0
14238,0.0
14239,0.0
14242,0.018291391631088474
14243,0.0
14245,0.003724136424458956
14247,0.003724136424458956
14249,0.0
14250,0.0
14251,0.0
14252,0.0
14253,0.0
14255,0.0
14256,0.0
14257,0.0
14258,0.0
14259,0.0
14260,0.0
16308,0.011172409273376867
14261,0.0
14262,0.0
14263,0.0
14264,0.0
14265,0.0
14266,0.0
14267,0.0
14268,0.0
14269,0.0
14270,0.0
14271,0.0
14272,0.0
14273,0.0
14274,0.0
14275,0.0
14276,0.0
14277,0.0
14278,0.0
14279,0.003724136424458956
14280,0.0
14281,0.0
14282,0.0
14283,0.0
14284,0.0
14285,0.0
14286,0.0
14287,0.0
14303,0.007448272848917912
14289,0.0
14290,0.0
14291,0.0
14292,0.0
14293,0.0
14294,0.0
14295,0.0
14296,0.0
14297,0.0
14298,0.0
14300,0.0
14301,0.0
14302,0.0
14304,0.0
14305,0.0
14306,0.0
14307,0.0
14308,0.0
14309,0.0
14311,0.0
14312,0.0
14313,0.0
14314,0.0
14315,0.0
14316,0.0
14317,0.0
14318,0.0
14319,0.0
14321,0.0
14322,0.0
14323,0.0
14325,0.0
14326,0.0
14327,0.0
16375,0.007448272848917912
14328,0.0
14329,0.0
16377,0.007448272848917912
14330,0.0
14332,0.003724136424458956
14333,0.0
14334,0.0
14335,0.0
14338,0.0
14340,0.0
14341,0.0
14342,0.0
14470,0.011172409273376867
14343,0.0
14344,0.0
14345,0.0
14346,0.0
14350,0.007448272848917912
14347,0.0
14348,0.0
15372,0.011172409273376867
14349,0.0
14351,0.0
14352,0.007448272848917912
14354,0.0
14355,0.0
14357,0.018126746385485334
14358,0.0
14359,0.0
14360,0.0
14361,0.0
14362,0.0
14874,0.003724136424458956
14363,0.0
14364,0.0
14365,0.0
14366,0.0
14367,0.0
14368,0.0
14370,0.0
14371,0.011172409273376867
14372,0.0
14373,0.0
14374,0.0
14375,0.0
14439,0.04047156493223907
14376,0.0
14377,0.0
14378,0.0
14379,0.0
14380,0.0
14381,0.0
14383,0.007448272848917912
14384,0.003724136424458956
14386,0.0
14387,0.0
14388,0.0
14390,0.0
14391,0.0
14392,0.0
14393,0.0
14394,0.0
14395,0.0
14396,0.0
15420,0.011172409273376867
14397,0.0
14398,0.0
14399,0.0
14527,0.08228437385620989
14400,0.0
14401,0.007448272848917912
14402,0.0
14914,0.029628446150068505
14403,0.0
14406,0.0
14407,0.0
14409,0.003724136424458956
14410,0.0
14411,0.0
14412,0.0
14413,0.0
14414,0.0
14415,0.0
14416,0.0
14418,0.0
14419,0.0
14420,0.011007764027773717
14421,0.0
14422,0.0
14423,0.0
14551,0.003724136424458956
14424,0.0
14426,0.0
14427,0.0
14555,0.007448272848917912
14428,0.003724136424458956
14429,0.0
14430,0.0
14431,0.0
14559,0.003724136424458956
14432,0.0
14433,0.003724136424458956
14434,0.0
14435,0.011007764027773717
14438,0.0
14442,0.0
14443,0.0
14444,0.0
14445,0.0
14446,0.0
14447,0.0
14448,0.0
14449,0.018291391631088474
14450,0.0
14451,0.007448272848917912
14452,0.0
14708,0.027406774416646944
14453,0.0
14454,0.0
14455,0.0
14456,0.0
14457,0.007448272848917912
14458,0.0
14459,0.0
14587,0.014896545697835824
14460,0.0
14461,0.0
14462,0.0
14463,0.0
14591,0.011172409273376867
14464,0.0
14465,0.0
14466,0.0
14483,0.022015528055547434
14468,0.0
14469,0.0
14471,0.0
14473,0.0
14474,0.003724136424458956
14475,0.014567255206629524
14476,0.0
14477,0.0
14479,0.06584024031886142
14480,0.0
14481,0.011172409273376867
14482,0.0
14484,0.0
14488,0.0
14489,0.0
14490,0.0
14491,0.003724136424458956
14492,0.0
14493,0.003724136424458956
14494,0.0
14496,0.0
14497,0.0
14498,0.0
14499,0.007448272848917912
14500,0.0
14501,0.0
14503,0.007448272848917912
14502,0.0
14510,0.014896545697835824
14505,0.007448272848917912
14506,0.0
14507,0.003724136424458956
14508,0.003724136424458956
14509,0.0
14511,0.011172409273376867
14512,0.0
14513,0.007448272848917912
14514,0.0
14516,0.0
14517,0.003724136424458956
14518,0.0
14520,0.0
14521,0.0
14522,0.0
14523,0.003724136424458956
14524,0.0
14525,0.0
14526,0.0
14528,0.003724136424458956
14545,0.11235678395792449
14530,0.0
14531,0.0
14532,0.0
14533,0.003724136424458956
14534,0.003724136424458956
14535,0.003724136424458956
14538,0.0
14539,0.0
14542,0.003724136424458956
14543,0.0
14544,0.0
14546,0.0
14548,0.0
14804,0.007448272848917912
14549,0.0
14552,0.0
14554,0.0
14556,0.0
14812,0.011172409273376867
14557,0.0
14558,0.0
14562,0.0
15074,0.007448272848917912
14563,0.003724136424458956
14565,0.003724136424458956
14566,0.0
14570,0.0
14571,0.0
14573,0.007448272848917912
14574,0.0
14575,0.014731900452232674
14576,0.0
14577,0.007448272848917912
14578,0.0
14580,0.0
14581,0.0
14582,0.0
14583,0.003724136424458956
14584,0.0
14585,0.0
14586,0.0
14588,0.0
14844,0.011172409273376867
14589,0.0
14590,0.0
14594,0.0
14595,0.0
14596,0.0
14597,0.0
14598,0.0
14606,0.003724136424458956
14599,0.0
14600,0.0
14602,0.0
14603,0.0
14604,0.0
14638,0.014731900452232674
14608,0.0
14609,0.0
14610,0.0
14611,0.0
15635,0.018456036876691638
14612,0.0
14613,0.003724136424458956
14614,0.0
14615,0.0
14616,0.0
14648,0.003724136424458956
14617,0.0
14618,0.0
14619,0.0
14620,0.0
14684,0.007448272848917912
14621,0.0
14622,0.0
14623,0.003724136424458956
14624,0.0
14626,0.0
14627,0.0
14628,0.0
14692,0.011007764027773717
14629,0.0
14630,0.0
14631,0.0
14632,0.0
14633,0.0
14636,0.0
14637,0.0
14640,0.0
14642,0.0
14643,0.0
14644,0.0
14646,0.0
15670,0.007448272848917912
14647,0.0
14650,0.0
14651,0.0
14652,0.0
14654,0.0
15678,0.030801620349899604
14655,0.0
14656,0.0
14657,0.0
14658,0.0
15170,0.014896545697835824
14659,0.0
14691,0.003724136424458956
14660,0.0
14661,0.0
14662,0.0
14663,0.0
14695,0.003724136424458956
14664,0.0
14792,0.014896545697835824
14665,0.0
14666,0.0
14667,0.0
15179,0.007448272848917912
14668,0.0
14669,0.0
14670,0.0
14702,0.003724136424458956
14671,0.0
14672,0.0
14673,0.0
14674,0.0
14675,0.0
14677,0.0
14678,0.0
14679,0.0
15703,0.01862068212229478
14680,0.0
14808,0.003724136424458956
14681,0.003724136424458956
14682,0.0
14683,0.0
14685,0.0
14686,0.0
14687,0.0
14688,0.0
14689,0.0
14690,0.0
14693,0.003724136424458956
14696,0.0
14697,0.003724136424458956
14698,0.0
14699,0.0
14700,0.0
14828,0.007448272848917912
14701,0.0
14704,0.0
14705,0.010843118782170572
14834,0.014567255206629527
14707,0.0
14709,0.0
14710,0.0
14711,0.0
14712,0.0
14714,0.0
14715,0.0
14716,0.003724136424458956
14717,0.0
14718,0.0
14719,0.0
14720,0.011172409273376867
14722,0.0
14723,0.0
14724,0.0
14725,0.007283627603314764
14726,0.0
14734,0.007448272848917912
14727,0.0
14732,0.0
14735,0.003724136424458956
14736,0.0
14737,0.0
14738,0.0
14739,0.0
14740,0.0
14744,0.0
14745,0.0
14746,0.0
14747,0.0
14748,0.0
14749,0.0
14750,0.0
14752,0.007448272848917912
14753,0.003724136424458956
14754,0.0
14755,0.0
14756,0.0
14757,0.0
14758,0.0
15270,0.003724136424458956
14759,0.0
14762,0.0
14763,0.003724136424458956
14764,0.0
14765,0.0
14766,0.0
14767,0.0
14768,0.0
14769,0.0
14770,0.0
15794,0.01862068212229478
14771,0.0
14772,0.0
15284,0.011172409273376867
14773,0.0
14774,0.0
14776,0.0
14777,0.0
14778,0.0
14842,0.003724136424458956
14779,0.0
14783,0.011172409273376867
14780,0.0
14781,0.0
14782,0.0
14784,0.0
14785,0.0
14786,0.0
14787,0.0
14803,0.003724136424458956
14788,0.0
14789,0.0
14790,0.0
15302,0.007448272848917912
14791,0.0
14794,0.0
14795,0.0
14796,0.0
14798,0.0
14799,0.0
14800,0.0
14806,0.0
14807,0.0
14811,0.0
14813,0.0
14814,0.0
14815,0.0
14817,0.0
14818,0.0
14819,0.0
14820,0.0
14821,0.0
14822,0.0
14823,0.0
14826,0.0
14827,0.0
14830,0.0
14831,0.003724136424458956
14832,0.0
14833,0.0
14835,0.0
14836,0.0
14837,0.0
14838,0.0
14839,0.0
14841,0.0
14843,0.0
14845,0.0
14846,0.0
14847,0.0
14848,0.007448272848917912
14849,0.003724136424458956
14852,0.0
14854,0.0
14855,0.007448272848917912
14857,0.0
14858,0.0
14860,0.0
14861,0.0
14865,0.0
14866,0.0
14867,0.0
14868,0.011172409273376867
14869,0.0
14870,0.0
14871,0.0
14872,0.0
14873,0.0
14876,0.0
14877,0.0
14878,0.0
14880,0.0
14881,0.0
14883,0.0
14884,0.0
14885,0.0
14886,0.0
14887,0.0
14889,0.0
14891,0.0
14892,0.0
14893,0.0
14895,0.0
14896,0.003724136424458956
14897,0.003724136424458956
14898,0.0
14899,0.0
14900,0.0
14901,0.0
14902,0.0
14910,0.003724136424458956
14903,0.0
14905,0.0
14907,0.0
14908,0.0
14909,0.0
14911,0.0
14912,0.0
14913,0.0
14915,0.0
14916,0.003724136424458956
14917,0.0
14918,0.0
14919,0.0
14924,0.003724136424458956
14925,0.0
14927,0.003724136424458956
14929,0.003724136424458956
14930,0.0
14931,0.0
14932,0.014896545697835824
14933,0.0
14934,0.0
14935,0.0
14936,0.0
14937,0.0
15961,0.05043083142642234
14938,0.0
14939,0.0
14940,0.0
14941,0.003724136424458956
14942,0.0
14943,0.0
14944,0.0
14945,0.0
14947,0.0
14948,0.0
14949,0.0
14950,0.003724136424458956
14951,0.0
14953,0.0
14955,0.0
14957,0.0
14959,0.0
14961,0.0
14962,0.0
14963,0.0
14964,0.0
14965,0.0
14966,0.0
14967,0.0
14969,0.0
14970,0.0
14971,0.0
14972,0.0
14973,0.0
14974,0.0
14975,0.0
15231,0.003724136424458956
14976,0.0
14977,0.0
14978,0.0
14979,0.0
14980,0.0
15236,0.003724136424458956
14981,0.0
14982,0.0
14984,0.0
14985,0.0
14987,0.022180173301150595
14986,0.0
14988,0.0
14989,0.003724136424458956
14990,0.0
14992,0.0
14993,0.0
14994,0.0
14995,0.0
14996,0.0
15252,0.011007764027773717
14997,0.0
14999,0.0
15000,0.0
15001,0.0
15002,0.0
15003,0.003724136424458956
15004,0.0
16028,0.007448272848917912
15005,0.0
15007,0.011172409273376867
15006,0.0
15008,0.0
15009,0.0
15010,0.0
15011,0.0
15012,0.0
15076,0.007448272848917912
15013,0.0
15014,0.0
15015,0.0
15016,0.0
15017,0.0
15018,0.0
15019,0.0
15020,0.0
15022,0.003724136424458956
15021,0.0
15023,0.0
15024,0.0
15025,0.0
15026,0.0
15027,0.0
15028,0.0
15029,0.0
15031,0.0
15033,0.0
15034,0.0
15035,0.0
15036,0.0
15037,0.0
15038,0.003724136424458956
15039,0.0
15040,0.0
15042,0.003724136424458956
15041,0.0
15043,0.0
15044,0.0
15045,0.0
15048,0.0
15052,0.0
15053,0.0
15054,0.0
15055,0.0
15056,0.0
15057,0.0
15058,0.0
15059,0.0
15060,0.0
15061,0.0
15062,0.0
15063,0.0
15064,0.0
15065,0.0
15066,0.0
15067,0.0
15068,0.0
15070,0.0
15071,0.0
15072,0.0
15073,0.0
15075,0.0
15077,0.0
15079,0.0
15080,0.0
15081,0.003724136424458956
15083,0.0
15084,0.0
15085,0.0
15086,0.0
15087,0.0
15088,0.0
15089,0.0
15090,0.0
15091,0.0
15092,0.0
15093,0.0
15094,0.0
15095,0.0
15096,0.0
15097,0.0
15098,0.0
15099,0.0
15100,0.0
15101,0.0
15357,0.003724136424458956
15102,0.0
15103,0.0
15104,0.0
15106,0.003724136424458956
